id,roleta,contagens,estrategia,criadoem,hora,data
1198,bet365 Roulette,7,Ausencia Duzia 3,1672173530746,20:38:50,2022-12-27
1199,bet365 Roulette,6,Ausencia Coluna 2,1672173530735,20:38:50,2022-12-27
1200,bet365 Roulette,9,Ausencia Coluna 2,1672173530747,20:38:50,2022-12-27
1201,bet365 Roulette,8,Ausencia Coluna 1,1672173530748,20:38:50,2022-12-27
1202,bet365 Roulette,7,Ausencia Coluna 2,1672173530750,20:38:50,2022-12-27
1203,bet365 Roulette,8,Ausencia Coluna 1,1672173530751,20:38:50,2022-12-27
1204,bet365 Roulette,6,Ausencia Duzia 3,1672173530751,20:38:50,2022-12-27
1205,bet365 Roulette,6,Preto,1672173530749,20:38:50,2022-12-27
1206,bet365 Roulette,8,Ausencia Duzia 3,1672173530752,20:38:50,2022-12-27
1207,bet365 Roulette,10,Ausencia Coluna 2,1672173530753,20:38:50,2022-12-27
1208,bet365 Roulette,7,Preto,1672173530754,20:38:50,2022-12-27
1209,bet365 Roulette,6,Ausencia Duzia 3,1672173530757,20:38:50,2022-12-27
1210,bet365 Roulette,6,Par,1672173530758,20:38:50,2022-12-27
1211,Super Spin Roulette,6,Ausencia Coluna 3,1672173530791,20:38:50,2022-12-27
1212,Super Spin Roulette,6,Ausencia Duzia 2,1672173530799,20:38:50,2022-12-27
1213,Super Spin Roulette,6,Ausencia Coluna 1,1672173530800,20:38:50,2022-12-27
1214,Super Spin Roulette,6,Ausencia Duzia 1,1672173530801,20:38:50,2022-12-27
1215,Super Spin Roulette,6,Ausencia Coluna 2,1672173530802,20:38:50,2022-12-27
1216,Super Spin Roulette,7,Ausencia Coluna 1,1672173530804,20:38:50,2022-12-27
1217,Super Spin Roulette,6,Ausencia Coluna 2,1672173530805,20:38:50,2022-12-27
1218,Super Spin Roulette,6,Ausencia Duzia 3,1672173530807,20:38:50,2022-12-27
1219,Super Spin Roulette,6,Ausencia Duzia 1,1672173530808,20:38:50,2022-12-27
1220,Super Spin Roulette,6,Ausencia Coluna 1,1672173530811,20:38:50,2022-12-27
1221,Super Spin Roulette,6,Ausencia Coluna 3,1672173530813,20:38:50,2022-12-27
1222,Super Spin Roulette,6,Preto,1672173530815,20:38:50,2022-12-27
1223,Super Spin Roulette,8,Ausencia Coluna 1,1672173530816,20:38:50,2022-12-27
1224,Super Spin Roulette,7,Ausencia Duzia 3,1672173530818,20:38:50,2022-12-27
1225,Super Spin Roulette,7,Ausencia Duzia 1,1672173530834,20:38:50,2022-12-27
1226,Super Spin Roulette,6,Ausencia Duzia 3,1672173530834,20:38:50,2022-12-27
1227,Super Spin Roulette,6,Impar,1672173530835,20:38:50,2022-12-27
1228,Super Spin Roulette,7,Ausencia Coluna 2,1672173530819,20:38:50,2022-12-27
1229,Super Spin Roulette,6,Ausencia Coluna 1,1672173530841,20:38:50,2022-12-27
1230,Super Spin Roulette,6,Ausencia Coluna 2,1672173530843,20:38:50,2022-12-27
1231,Super Spin Roulette,8,Ausencia Coluna 2,1672173530845,20:38:50,2022-12-27
1232,Super Spin Roulette,7,Ausencia Coluna 1,1672173530846,20:38:50,2022-12-27
1233,Super Spin Roulette,7,Ausencia Coluna 3,1672173530847,20:38:50,2022-12-27
1234,Super Spin Roulette,6,Ausencia Coluna 2,1672173530848,20:38:50,2022-12-27
1235,Super Spin Roulette,7,Ausencia Coluna 1,1672173530849,20:38:50,2022-12-27
1236,Super Spin Roulette,7,Ausencia Duzia 3,1672173530850,20:38:50,2022-12-27
1237,Super Spin Roulette,9,Ausencia Coluna 2,1672173530851,20:38:50,2022-12-27
1238,Super Spin Roulette,8,Ausencia Coluna 1,1672173530852,20:38:50,2022-12-27
1239,Super Spin Roulette,6,Preto,1672173530853,20:38:50,2022-12-27
1240,Super Spin Roulette,7,Ausencia Coluna 2,1672173530854,20:38:50,2022-12-27
1241,Super Spin Roulette,8,Ausencia Coluna 1,1672173530858,20:38:50,2022-12-27
1242,Super Spin Roulette,6,Ausencia Duzia 3,1672173530861,20:38:50,2022-12-27
1243,Super Spin Roulette,8,Ausencia Duzia 3,1672173530863,20:38:50,2022-12-27
1244,Super Spin Roulette,10,Ausencia Coluna 2,1672173530864,20:38:50,2022-12-27
1245,Super Spin Roulette,7,Preto,1672173530865,20:38:50,2022-12-27
1246,Super Spin Roulette,6,Ausencia Duzia 3,1672173530866,20:38:50,2022-12-27
1247,Super Spin Roulette,6,Par,1672173530867,20:38:50,2022-12-27
1248,bet365 Dutch Roulette,6,Ausencia Coluna 3,1672173530891,20:38:50,2022-12-27
1249,bet365 Dutch Roulette,6,Ausencia Duzia 2,1672173530898,20:38:50,2022-12-27
1250,bet365 Dutch Roulette,6,Ausencia Coluna 1,1672173530899,20:38:50,2022-12-27
1251,bet365 Dutch Roulette,6,Ausencia Duzia 1,1672173530900,20:38:50,2022-12-27
1252,bet365 Dutch Roulette,6,Ausencia Coluna 2,1672173530901,20:38:50,2022-12-27
1253,bet365 Dutch Roulette,7,Ausencia Coluna 1,1672173530902,20:38:50,2022-12-27
1254,bet365 Dutch Roulette,6,Ausencia Coluna 2,1672173530902,20:38:50,2022-12-27
1255,bet365 Dutch Roulette,6,Ausencia Duzia 3,1672173530903,20:38:50,2022-12-27
1256,bet365 Dutch Roulette,6,Ausencia Duzia 1,1672173530905,20:38:50,2022-12-27
1257,bet365 Dutch Roulette,6,Ausencia Coluna 1,1672173530907,20:38:50,2022-12-27
1258,bet365 Dutch Roulette,6,Ausencia Coluna 3,1672173530909,20:38:50,2022-12-27
1259,bet365 Dutch Roulette,6,Preto,1672173530911,20:38:50,2022-12-27
1260,bet365 Dutch Roulette,8,Ausencia Coluna 1,1672173530913,20:38:50,2022-12-27
1261,bet365 Dutch Roulette,7,Ausencia Duzia 3,1672173530914,20:38:50,2022-12-27
1262,bet365 Dutch Roulette,7,Ausencia Coluna 2,1672173530915,20:38:50,2022-12-27
1263,bet365 Dutch Roulette,7,Ausencia Duzia 1,1672173530916,20:38:50,2022-12-27
1264,bet365 Dutch Roulette,6,Ausencia Duzia 3,1672173530917,20:38:50,2022-12-27
1265,bet365 Dutch Roulette,6,Impar,1672173530918,20:38:50,2022-12-27
1266,bet365 Dutch Roulette,6,Ausencia Coluna 1,1672173530919,20:38:50,2022-12-27
1267,bet365 Dutch Roulette,6,Ausencia Coluna 2,1672173530921,20:38:50,2022-12-27
1268,bet365 Dutch Roulette,8,Ausencia Coluna 2,1672173530923,20:38:50,2022-12-27
1269,bet365 Dutch Roulette,7,Ausencia Coluna 3,1672173530926,20:38:50,2022-12-27
1270,bet365 Dutch Roulette,7,Ausencia Coluna 1,1672173530924,20:38:50,2022-12-27
1271,bet365 Dutch Roulette,6,Ausencia Coluna 2,1672173530928,20:38:50,2022-12-27
1272,bet365 Dutch Roulette,7,Ausencia Coluna 1,1672173530929,20:38:50,2022-12-27
1273,bet365 Dutch Roulette,7,Ausencia Duzia 3,1672173530930,20:38:50,2022-12-27
1274,bet365 Dutch Roulette,9,Ausencia Coluna 2,1672173530931,20:38:50,2022-12-27
1275,bet365 Dutch Roulette,8,Ausencia Coluna 1,1672173530932,20:38:50,2022-12-27
1276,bet365 Dutch Roulette,6,Preto,1672173530933,20:38:50,2022-12-27
1277,bet365 Dutch Roulette,7,Ausencia Coluna 2,1672173530934,20:38:50,2022-12-27
1278,bet365 Dutch Roulette,8,Ausencia Coluna 1,1672173530935,20:38:50,2022-12-27
1279,bet365 Dutch Roulette,6,Ausencia Duzia 3,1672173530936,20:38:50,2022-12-27
1280,bet365 Dutch Roulette,8,Ausencia Duzia 3,1672173530939,20:38:50,2022-12-27
1281,bet365 Dutch Roulette,10,Ausencia Coluna 2,1672173530941,20:38:50,2022-12-27
1282,bet365 Dutch Roulette,7,Preto,1672173530944,20:38:50,2022-12-27
1283,bet365 Dutch Roulette,6,Ausencia Duzia 3,1672173530945,20:38:50,2022-12-27
1284,bet365 Dutch Roulette,6,Par,1672173530947,20:38:50,2022-12-27
1285,Roleta Brasileira bet365,6,Ausencia Coluna 3,1672173530975,20:38:50,2022-12-27
1286,Roleta Brasileira bet365,6,Ausencia Duzia 2,1672173530981,20:38:50,2022-12-27
1287,Roleta Brasileira bet365,6,Ausencia Coluna 1,1672173530983,20:38:50,2022-12-27
1288,Roleta Brasileira bet365,6,Ausencia Duzia 1,1672173530984,20:38:50,2022-12-27
1289,Roleta Brasileira bet365,6,Ausencia Coluna 2,1672173530985,20:38:50,2022-12-27
1290,Roleta Brasileira bet365,7,Ausencia Coluna 1,1672173530986,20:38:50,2022-12-27
1291,Roleta Brasileira bet365,6,Ausencia Coluna 2,1672173530988,20:38:50,2022-12-27
1292,Roleta Brasileira bet365,6,Ausencia Duzia 3,1672173530990,20:38:50,2022-12-27
1293,Roleta Brasileira bet365,6,Ausencia Duzia 1,1672173530992,20:38:50,2022-12-27
1294,Roleta Brasileira bet365,6,Ausencia Coluna 1,1672173530995,20:38:50,2022-12-27
1295,Roleta Brasileira bet365,6,Ausencia Coluna 3,1672173530996,20:38:50,2022-12-27
1296,Roleta Brasileira bet365,6,Preto,1672173530997,20:38:50,2022-12-27
1297,Roleta Brasileira bet365,8,Ausencia Coluna 1,1672173530998,20:38:50,2022-12-27
1298,Roleta Brasileira bet365,7,Ausencia Duzia 3,1672173530999,20:38:50,2022-12-27
1299,Roleta Brasileira bet365,7,Ausencia Coluna 2,1672173531000,20:38:51,2022-12-27
1300,Roleta Brasileira bet365,7,Ausencia Duzia 1,1672173531001,20:38:51,2022-12-27
1301,Roleta Brasileira bet365,6,Ausencia Duzia 3,1672173531002,20:38:51,2022-12-27
1302,Roleta Brasileira bet365,6,Impar,1672173531003,20:38:51,2022-12-27
1303,Roleta Brasileira bet365,6,Ausencia Coluna 1,1672173531005,20:38:51,2022-12-27
1304,Roleta Brasileira bet365,6,Ausencia Coluna 2,1672173531007,20:38:51,2022-12-27
1305,Roleta Brasileira bet365,7,Ausencia Coluna 1,1672173531012,20:38:51,2022-12-27
1306,Roleta Brasileira bet365,7,Ausencia Coluna 3,1672173531013,20:38:51,2022-12-27
1307,Roleta Brasileira bet365,6,Ausencia Coluna 2,1672173531015,20:38:51,2022-12-27
1308,Roleta Brasileira bet365,7,Ausencia Coluna 1,1672173531016,20:38:51,2022-12-27
1309,Roleta Brasileira bet365,7,Ausencia Duzia 3,1672173531017,20:38:51,2022-12-27
1310,Roleta Brasileira bet365,9,Ausencia Coluna 2,1672173531018,20:38:51,2022-12-27
1311,Roleta Brasileira bet365,8,Ausencia Coluna 1,1672173531019,20:38:51,2022-12-27
1312,Roleta Brasileira bet365,8,Ausencia Coluna 2,1672173531010,20:38:51,2022-12-27
1313,Roleta Brasileira bet365,6,Preto,1672173531020,20:38:51,2022-12-27
1314,Roleta Brasileira bet365,8,Ausencia Coluna 1,1672173531025,20:38:51,2022-12-27
1315,Roleta Brasileira bet365,6,Ausencia Duzia 3,1672173531027,20:38:51,2022-12-27
1316,Roleta Brasileira bet365,8,Ausencia Duzia 3,1672173531029,20:38:51,2022-12-27
1317,Roleta Brasileira bet365,10,Ausencia Coluna 2,1672173531030,20:38:51,2022-12-27
1318,Roleta Brasileira bet365,7,Ausencia Coluna 2,1672173531022,20:38:51,2022-12-27
1319,Roleta Brasileira bet365,7,Preto,1672173531032,20:38:51,2022-12-27
1320,Roleta Brasileira bet365,6,Ausencia Duzia 3,1672173531033,20:38:51,2022-12-27
1321,Roleta Brasileira bet365,6,Par,1672173531034,20:38:51,2022-12-27
1322,Roulette,6,Ausencia Coluna 3,1672173531078,20:38:51,2022-12-27
1323,Roulette,6,Ausencia Duzia 2,1672173531083,20:38:51,2022-12-27
1324,Roulette,6,Ausencia Coluna 1,1672173531084,20:38:51,2022-12-27
1325,Roulette,6,Ausencia Duzia 1,1672173531086,20:38:51,2022-12-27
1326,Roulette,6,Ausencia Coluna 2,1672173531086,20:38:51,2022-12-27
1327,Roulette,7,Ausencia Coluna 1,1672173531089,20:38:51,2022-12-27
1328,Roulette,6,Ausencia Coluna 2,1672173531091,20:38:51,2022-12-27
1329,Roulette,6,Ausencia Duzia 3,1672173531094,20:38:51,2022-12-27
1330,Roulette,6,Ausencia Duzia 1,1672173531096,20:38:51,2022-12-27
1331,Roulette,6,Ausencia Coluna 1,1672173531098,20:38:51,2022-12-27
1332,Roulette,6,Ausencia Coluna 3,1672173531099,20:38:51,2022-12-27
1333,Roulette,6,Preto,1672173531101,20:38:51,2022-12-27
1334,Roulette,8,Ausencia Coluna 1,1672173531102,20:38:51,2022-12-27
1335,Roulette,7,Ausencia Coluna 2,1672173531106,20:38:51,2022-12-27
1336,Roulette,7,Ausencia Duzia 1,1672173531111,20:38:51,2022-12-27
1337,Roulette,6,Ausencia Duzia 3,1672173531114,20:38:51,2022-12-27
1338,Roulette,6,Impar,1672173531115,20:38:51,2022-12-27
1339,Roulette,6,Ausencia Coluna 1,1672173531117,20:38:51,2022-12-27
1340,Roulette,6,Ausencia Coluna 2,1672173531118,20:38:51,2022-12-27
1341,Roulette,8,Ausencia Coluna 2,1672173531119,20:38:51,2022-12-27
1342,Roulette,7,Ausencia Coluna 1,1672173531120,20:38:51,2022-12-27
1343,Roulette,7,Ausencia Coluna 3,1672173531124,20:38:51,2022-12-27
1344,Roulette,6,Ausencia Coluna 2,1672173531128,20:38:51,2022-12-27
1345,Roulette,7,Ausencia Coluna 1,1672173531130,20:38:51,2022-12-27
1346,Roulette,7,Ausencia Duzia 3,1672173531103,20:38:51,2022-12-27
1347,Roulette,7,Ausencia Duzia 3,1672173531131,20:38:51,2022-12-27
1348,Roulette,9,Ausencia Coluna 2,1672173531132,20:38:51,2022-12-27
1349,Roulette,8,Ausencia Coluna 1,1672173531134,20:38:51,2022-12-27
1350,Roulette,6,Preto,1672173531135,20:38:51,2022-12-27
1351,Roulette,7,Ausencia Coluna 2,1672173531136,20:38:51,2022-12-27
1352,Roulette,8,Ausencia Coluna 1,1672173531137,20:38:51,2022-12-27
1353,Roulette,6,Ausencia Duzia 3,1672173531138,20:38:51,2022-12-27
1354,Roulette,8,Ausencia Duzia 3,1672173531141,20:38:51,2022-12-27
1355,Roulette,10,Ausencia Coluna 2,1672173531145,20:38:51,2022-12-27
1356,Roulette,7,Preto,1672173531147,20:38:51,2022-12-27
1357,Roulette,6,Ausencia Duzia 3,1672173531149,20:38:51,2022-12-27
1358,Roulette,6,Par,1672173531150,20:38:51,2022-12-27
1359,Age Of The Gods Bonus Roulette,6,Ausencia Coluna 3,1672173531185,20:38:51,2022-12-27
1360,Age Of The Gods Bonus Roulette,6,Ausencia Duzia 2,1672173531193,20:38:51,2022-12-27
1361,Age Of The Gods Bonus Roulette,6,Ausencia Coluna 1,1672173531196,20:38:51,2022-12-27
1362,Age Of The Gods Bonus Roulette,6,Ausencia Duzia 1,1672173531197,20:38:51,2022-12-27
1363,Age Of The Gods Bonus Roulette,6,Ausencia Coluna 2,1672173531199,20:38:51,2022-12-27
1364,Age Of The Gods Bonus Roulette,7,Ausencia Coluna 1,1672173531200,20:38:51,2022-12-27
1365,Age Of The Gods Bonus Roulette,6,Ausencia Coluna 2,1672173531201,20:38:51,2022-12-27
1366,Age Of The Gods Bonus Roulette,6,Ausencia Duzia 3,1672173531202,20:38:51,2022-12-27
1367,Age Of The Gods Bonus Roulette,6,Ausencia Duzia 1,1672173531204,20:38:51,2022-12-27
1368,Age Of The Gods Bonus Roulette,6,Ausencia Coluna 1,1672173531207,20:38:51,2022-12-27
1369,Age Of The Gods Bonus Roulette,6,Ausencia Coluna 3,1672173531209,20:38:51,2022-12-27
1370,Age Of The Gods Bonus Roulette,6,Preto,1672173531211,20:38:51,2022-12-27
1371,Age Of The Gods Bonus Roulette,8,Ausencia Coluna 1,1672173531213,20:38:51,2022-12-27
1372,Age Of The Gods Bonus Roulette,7,Ausencia Duzia 3,1672173531214,20:38:51,2022-12-27
1373,Age Of The Gods Bonus Roulette,7,Ausencia Coluna 2,1672173531215,20:38:51,2022-12-27
1374,Age Of The Gods Bonus Roulette,7,Ausencia Duzia 1,1672173531216,20:38:51,2022-12-27
1375,Age Of The Gods Bonus Roulette,6,Ausencia Duzia 3,1672173531217,20:38:51,2022-12-27
1376,Age Of The Gods Bonus Roulette,6,Impar,1672173531218,20:38:51,2022-12-27
1377,Age Of The Gods Bonus Roulette,6,Ausencia Coluna 1,1672173531219,20:38:51,2022-12-27
1378,Age Of The Gods Bonus Roulette,6,Ausencia Coluna 2,1672173531223,20:38:51,2022-12-27
1379,Age Of The Gods Bonus Roulette,8,Ausencia Coluna 2,1672173531227,20:38:51,2022-12-27
1380,Age Of The Gods Bonus Roulette,7,Ausencia Coluna 1,1672173531229,20:38:51,2022-12-27
1381,Age Of The Gods Bonus Roulette,7,Ausencia Coluna 3,1672173531230,20:38:51,2022-12-27
1382,Age Of The Gods Bonus Roulette,6,Ausencia Coluna 2,1672173531231,20:38:51,2022-12-27
1383,Age Of The Gods Bonus Roulette,7,Ausencia Coluna 1,1672173531232,20:38:51,2022-12-27
1384,Age Of The Gods Bonus Roulette,7,Ausencia Duzia 3,1672173531234,20:38:51,2022-12-27
1385,Age Of The Gods Bonus Roulette,9,Ausencia Coluna 2,1672173531235,20:38:51,2022-12-27
1386,Age Of The Gods Bonus Roulette,8,Ausencia Coluna 1,1672173531236,20:38:51,2022-12-27
1387,Age Of The Gods Bonus Roulette,6,Preto,1672173531237,20:38:51,2022-12-27
1388,Age Of The Gods Bonus Roulette,7,Ausencia Coluna 2,1672173531240,20:38:51,2022-12-27
1389,Age Of The Gods Bonus Roulette,8,Ausencia Coluna 1,1672173531243,20:38:51,2022-12-27
1390,Age Of The Gods Bonus Roulette,6,Ausencia Duzia 3,1672173531246,20:38:51,2022-12-27
1391,Age Of The Gods Bonus Roulette,8,Ausencia Duzia 3,1672173531247,20:38:51,2022-12-27
1392,Age Of The Gods Bonus Roulette,10,Ausencia Coluna 2,1672173531249,20:38:51,2022-12-27
1393,Age Of The Gods Bonus Roulette,7,Preto,1672173531250,20:38:51,2022-12-27
1394,Age Of The Gods Bonus Roulette,6,Ausencia Duzia 3,1672173531251,20:38:51,2022-12-27
1395,Age Of The Gods Bonus Roulette,6,Par,1672173531253,20:38:51,2022-12-27
1396,Football Roulette,6,Ausencia Coluna 3,1672173531285,20:38:51,2022-12-27
1397,Football Roulette,6,Ausencia Duzia 2,1672173531292,20:38:51,2022-12-27
1398,Football Roulette,6,Ausencia Coluna 1,1672173531296,20:38:51,2022-12-27
1399,Football Roulette,6,Ausencia Duzia 1,1672173531297,20:38:51,2022-12-27
1400,Football Roulette,7,Ausencia Coluna 1,1672173531299,20:38:51,2022-12-27
1401,Football Roulette,6,Ausencia Coluna 2,1672173531300,20:38:51,2022-12-27
1402,Football Roulette,6,Ausencia Duzia 3,1672173531301,20:38:51,2022-12-27
1403,Football Roulette,6,Ausencia Duzia 1,1672173531302,20:38:51,2022-12-27
1404,Football Roulette,6,Ausencia Coluna 2,1672173531298,20:38:51,2022-12-27
1405,Football Roulette,6,Ausencia Coluna 1,1672173531303,20:38:51,2022-12-27
1406,Football Roulette,6,Ausencia Coluna 3,1672173531305,20:38:51,2022-12-27
1407,Football Roulette,6,Preto,1672173531306,20:38:51,2022-12-27
1408,Football Roulette,8,Ausencia Coluna 1,1672173531309,20:38:51,2022-12-27
1409,Football Roulette,7,Ausencia Duzia 3,1672173531310,20:38:51,2022-12-27
1410,Football Roulette,7,Ausencia Coluna 2,1672173531313,20:38:51,2022-12-27
1411,Football Roulette,7,Ausencia Duzia 1,1672173531314,20:38:51,2022-12-27
1412,Football Roulette,6,Ausencia Duzia 3,1672173531315,20:38:51,2022-12-27
1413,Football Roulette,6,Impar,1672173531317,20:38:51,2022-12-27
1414,Football Roulette,6,Ausencia Coluna 1,1672173531318,20:38:51,2022-12-27
1415,Football Roulette,6,Ausencia Coluna 2,1672173531319,20:38:51,2022-12-27
1416,Football Roulette,7,Ausencia Coluna 1,1672173531326,20:38:51,2022-12-27
1417,Football Roulette,7,Ausencia Coluna 3,1672173531330,20:38:51,2022-12-27
1418,Football Roulette,6,Ausencia Coluna 2,1672173531331,20:38:51,2022-12-27
1419,Football Roulette,7,Ausencia Coluna 1,1672173531332,20:38:51,2022-12-27
1420,Football Roulette,7,Ausencia Duzia 3,1672173531334,20:38:51,2022-12-27
1421,Football Roulette,9,Ausencia Coluna 2,1672173531335,20:38:51,2022-12-27
1422,Football Roulette,8,Ausencia Coluna 1,1672173531336,20:38:51,2022-12-27
1423,Football Roulette,6,Preto,1672173531337,20:38:51,2022-12-27
1424,Football Roulette,7,Ausencia Coluna 2,1672173531339,20:38:51,2022-12-27
1425,Football Roulette,8,Ausencia Coluna 1,1672173531342,20:38:51,2022-12-27
1426,Football Roulette,6,Ausencia Duzia 3,1672173531344,20:38:51,2022-12-27
1427,Football Roulette,8,Ausencia Duzia 3,1672173531346,20:38:51,2022-12-27
1428,Football Roulette,10,Ausencia Coluna 2,1672173531348,20:38:51,2022-12-27
1429,Football Roulette,7,Preto,1672173531349,20:38:51,2022-12-27
1430,Football Roulette,6,Ausencia Duzia 3,1672173531351,20:38:51,2022-12-27
1431,Football Roulette,6,Par,1672173531352,20:38:51,2022-12-27
1432,Hindi Roulette,6,Ausencia Coluna 3,1672173531393,20:38:51,2022-12-27
1433,Hindi Roulette,6,Ausencia Duzia 2,1672173531398,20:38:51,2022-12-27
1434,Hindi Roulette,6,Ausencia Coluna 1,1672173531400,20:38:51,2022-12-27
1435,Hindi Roulette,6,Ausencia Coluna 2,1672173531402,20:38:51,2022-12-27
1436,Hindi Roulette,7,Ausencia Coluna 1,1672173531403,20:38:51,2022-12-27
1437,Hindi Roulette,6,Ausencia Duzia 1,1672173531401,20:38:51,2022-12-27
1438,Hindi Roulette,6,Ausencia Coluna 2,1672173531404,20:38:51,2022-12-27
1439,Hindi Roulette,6,Ausencia Duzia 3,1672173531407,20:38:51,2022-12-27
1440,Hindi Roulette,6,Ausencia Duzia 1,1672173531410,20:38:51,2022-12-27
1441,Hindi Roulette,6,Ausencia Coluna 1,1672173531413,20:38:51,2022-12-27
1442,Hindi Roulette,6,Ausencia Coluna 3,1672173531414,20:38:51,2022-12-27
1443,Hindi Roulette,6,Preto,1672173531415,20:38:51,2022-12-27
1444,Hindi Roulette,8,Ausencia Coluna 1,1672173531417,20:38:51,2022-12-27
1445,Hindi Roulette,7,Ausencia Duzia 3,1672173531418,20:38:51,2022-12-27
1446,Hindi Roulette,7,Ausencia Coluna 2,1672173531418,20:38:51,2022-12-27
1447,Hindi Roulette,7,Ausencia Duzia 1,1672173531419,20:38:51,2022-12-27
1448,Hindi Roulette,6,Ausencia Duzia 3,1672173531420,20:38:51,2022-12-27
1449,Hindi Roulette,6,Ausencia Coluna 1,1672173531426,20:38:51,2022-12-27
1450,Hindi Roulette,6,Ausencia Coluna 2,1672173531430,20:38:51,2022-12-27
1451,Hindi Roulette,8,Ausencia Coluna 2,1672173531431,20:38:51,2022-12-27
1452,Hindi Roulette,6,Impar,1672173531423,20:38:51,2022-12-27
1453,Hindi Roulette,7,Ausencia Coluna 1,1672173531432,20:38:51,2022-12-27
1454,Hindi Roulette,7,Ausencia Coluna 3,1672173531434,20:38:51,2022-12-27
1455,Hindi Roulette,6,Ausencia Coluna 2,1672173531435,20:38:51,2022-12-27
1456,Hindi Roulette,7,Ausencia Coluna 1,1672173531436,20:38:51,2022-12-27
1457,Hindi Roulette,7,Ausencia Duzia 3,1672173531437,20:38:51,2022-12-27
1458,Hindi Roulette,9,Ausencia Coluna 2,1672173531440,20:38:51,2022-12-27
1459,Hindi Roulette,8,Ausencia Coluna 1,1672173531442,20:38:51,2022-12-27
1460,Hindi Roulette,6,Preto,1672173531445,20:38:51,2022-12-27
1461,Hindi Roulette,7,Ausencia Coluna 2,1672173531447,20:38:51,2022-12-27
1462,Football Roulette,8,Ausencia Coluna 2,1672173531322,20:38:51,2022-12-27
1463,Hindi Roulette,8,Ausencia Coluna 1,1672173531448,20:38:51,2022-12-27
1464,Hindi Roulette,6,Ausencia Duzia 3,1672173531449,20:38:51,2022-12-27
1465,Hindi Roulette,8,Ausencia Duzia 3,1672173531450,20:38:51,2022-12-27
1466,Hindi Roulette,10,Ausencia Coluna 2,1672173531451,20:38:51,2022-12-27
1467,Hindi Roulette,7,Preto,1672173531452,20:38:51,2022-12-27
1468,Hindi Roulette,6,Ausencia Duzia 3,1672173531453,20:38:51,2022-12-27
1469,Hindi Roulette,6,Par,1672173531457,20:38:51,2022-12-27
